,Employee_ID,Date_of_Joining,Gender,Company_Type,WFH_Setup_Available,Designation,Resource_Allocation,Mental_Fatigue_Score,Burn_Rate
19986,fffe31003000360034003300,2008-03-25,Male,Service,Yes,1.0,1.0,3.7,0.16
19782,fffe32003600310030003200,2008-02-27,Male,Service,No,2.0,3.0,5.4,0.38
21687,fffe31003500370039003200,2008-12-19,Male,Product,No,1.0,4.0,6.8,0.55
14094,fffe32003000360035003700,2008-09-21,Female,Product,Yes,0.0,1.0,3.5,0.2
283,fffe31003100350037003800,2008-11-08,Female,Service,Yes,1.0,2.0,4.3,0.25
19827,fffe31003100340032003400,2008-09-21,Male,Service,No,0.0,1.0,4.0,0.21
14989,fffe32003300300037003500,2008-08-27,Female,Product,No,3.0,5.0,6.4,0.61
15572,fffe33003300350032003600,2008-06-06,Male,Service,No,3.0,7.0,7.7,0.7
9078,fffe3300380039003500,2008-09-17,Male,Product,Yes,1.0,4.0,5.4,0.38
3150,fffe33003200310036003000,2008-07-10,Male,Service,Yes,2.0,4.0,6.2,0.42
9448,fffe3700340032003000,2008-08-14,Male,Product,Yes,1.0,2.0,5.4,0.39
13484,fffe3800370032003900,2008-08-21,Female,Service,Yes,1.0,2.0,3.8,0.32
18705,fffe3100380036003200,2008-08-15,Male,Service,No,4.0,7.0,7.2,0.71
5040,fffe32003700330036003000,2008-10-14,Male,Service,Yes,3.0,5.0,5.7,0.48
66,fffe31003200340034003500,2008-02-28,Female,Service,No,5.0,9.0,9.2,0.8
8129,fffe32003300330032003700,2008-07-09,Male,Product,No,1.0,3.0,7.0,0.48
14423,fffe33003200310031003300,2008-05-31,Male,Product,Yes,2.0,3.0,5.1,0.3
16932,fffe32003700370037003900,2008-10-16,Male,Product,Yes,3.0,6.0,8.3,0.7
8744,fffe3500380033003000,2008-01-28,Female,Product,Yes,1.0,2.0,4.7,0.26
4672,fffe31003700360038003300,2008-12-01,Male,Service,Yes,4.0,9.0,9.7,1.0
20914,fffe3900300037003300,2008-04-25,Female,Service,Yes,4.0,8.0,8.1,0.75
19341,fffe32003800370036003900,2008-05-20,Female,Service,Yes,3.0,7.0,7.0,0.55
6056,fffe3200380034003500,2008-09-08,Male,Product,No,1.0,4.0,4.9,0.33
18016,fffe3100310039003600,2008-03-15,Female,Service,Yes,2.0,4.0,4.8,0.3
9040,fffe31003300360034003600,2008-09-03,Male,Service,Yes,1.0,4.0,5.0,0.39
13602,fffe31003300360037003700,2008-09-12,Male,Product,Yes,3.0,6.0,6.1,0.51
6969,fffe32003600350035003800,2008-09-20,Female,Service,No,2.0,4.0,3.5,0.29
486,fffe33003200310034003000,2008-05-26,Male,Service,Yes,3.0,6.0,4.7,0.43
7440,fffe3300310031003000,2008-02-26,Female,Service,Yes,2.0,4.0,4.9,0.42
6010,fffe3800320032003200,2008-05-25,Male,Service,No,3.0,6.0,6.4,0.51
20007,fffe3500380036003600,2008-01-24,Female,Service,No,2.0,4.0,7.2,0.5
13464,fffe32003700320036003700,2008-05-06,Female,Product,No,3.0,7.0,7.6,0.58
21997,fffe32003500300038003100,2008-08-05,Female,Service,Yes,3.0,5.0,6.3,0.43
7249,fffe3900320034003400,2008-11-17,Male,Product,Yes,4.0,9.0,9.8,0.92
1159,fffe32003300390036003500,2008-01-25,Male,Service,No,2.0,3.0,6.2,0.49
17140,fffe32003900390034003600,2008-05-21,Male,Service,Yes,5.0,9.0,7.8,0.78
11126,fffe33003400310030003100,2008-01-15,Female,Service,No,2.0,6.0,6.9,0.53
7080,fffe3600370038003600,2008-11-03,Male,Service,No,2.0,6.0,7.5,0.53
7913,fffe3300380035003600,2008-09-14,Male,Product,No,3.0,7.0,7.9,0.66
11362,fffe33003100360036003700,2008-07-18,Male,Service,No,4.0,8.0,9.6,0.83
17918,fffe32003300320032003300,2008-02-14,Male,Service,Yes,1.0,1.0,0.0,0.0
120,fffe3300390033003100,2008-09-02,Female,Service,No,4.0,7.0,7.2,0.6
12169,fffe31003900360034003100,2008-03-13,Male,Product,Yes,1.0,3.0,3.1,0.23
4954,fffe3200390034003400,2008-10-26,Male,Service,No,3.0,5.0,5.3,0.47
10024,fffe31003100300033003700,2008-11-07,Male,Service,No,2.0,5.0,5.3,0.32
15055,fffe32003000340033003900,2008-11-24,Male,Service,No,2.0,5.0,4.0,0.31
20631,fffe31003700380032003900,2008-04-07,Female,Service,Yes,1.0,1.0,0.9,0.0
15847,fffe32003300310036003900,2008-06-04,Male,Service,No,3.0,7.0,6.7,0.61
13990,fffe33003200350038003100,2008-04-30,Male,Service,No,2.0,5.0,8.1,0.62
3944,fffe31003200370032003400,2008-11-02,Male,Product,No,3.0,6.0,6.9,0.54
3576,fffe32003600330032003200,2008-01-19,Female,Service,Yes,1.0,2.0,4.1,0.36
1853,fffe31003300350031003800,2008-09-16,Female,Service,No,4.0,8.0,9.9,1.0
7011,fffe31003300370033003100,2008-03-10,Male,Product,Yes,2.0,2.0,3.3,0.21
21841,fffe31003600330035003900,2008-11-09,Female,Service,No,2.0,3.0,3.5,0.23
1129,fffe32003900350034003500,2008-07-08,Male,Service,No,2.0,6.0,7.5,0.74
14646,fffe32003100350035003100,2008-01-23,Female,Product,Yes,1.0,4.0,4.7,0.3
19237,fffe32003000360032003200,2008-11-05,Male,Product,Yes,3.0,6.0,5.6,0.38
10172,fffe32003000320030003700,2008-10-06,Male,Product,No,3.0,7.0,7.9,0.72
1109,fffe31003600330038003800,2008-08-05,Male,Product,Yes,2.0,6.0,7.3,0.53
4051,fffe32003600310038003900,2008-01-09,Male,Service,Yes,5.0,10.0,9.1,0.93
22213,fffe32003800350036003100,2008-08-21,Male,Service,No,3.0,5.0,7.7,0.65
15690,fffe32003500380036003600,2008-08-12,Female,Product,No,2.0,3.0,5.2,0.41
17432,fffe31003500330033003100,2008-02-05,Female,Product,No,4.0,7.0,6.9,0.55
2269,fffe31003700390038003000,2008-07-05,Male,Product,Yes,2.0,3.0,5.2,0.29
20198,fffe310036003700,2008-09-02,Female,Service,Yes,1.0,1.0,2.1,0.1
1034,fffe32003500390030003900,2008-07-25,Female,Product,No,2.0,4.0,5.8,0.42
5563,fffe32003800350039003700,2008-07-12,Female,Product,Yes,2.0,4.0,3.8,0.31
22249,fffe31003700300032003100,2008-04-23,Female,Service,No,2.0,5.0,6.3,0.55
7531,fffe3300300031003700,2008-11-13,Male,Service,No,2.0,4.0,6.6,0.51
8412,fffe32003300350037003800,2008-04-18,Male,Product,No,4.0,7.0,7.8,0.7
20292,fffe32003400340038003900,2008-02-29,Male,Service,No,3.0,5.0,5.0,0.39
22670,fffe31003300370030003100,2008-10-09,Male,Service,Yes,2.0,4.0,7.7,0.57
16338,fffe32003500300036003400,2008-03-02,Male,Product,Yes,1.0,2.0,4.3,0.2
13770,fffe32003900350037003600,2008-07-20,Male,Product,Yes,2.0,4.0,4.1,0.36
20803,fffe3200350036003900,2008-12-15,Male,Product,No,2.0,4.0,5.7,0.42
12970,fffe31003400320030003200,2008-04-14,Female,Service,Yes,3.0,6.0,5.7,0.46
22605,fffe31003000330039003000,2008-05-18,Female,Service,No,2.0,5.0,6.0,0.55
4991,fffe31003600330036003400,2008-10-28,Female,Product,Yes,3.0,5.0,5.9,0.48
999,fffe31003400360032003600,2008-02-14,Male,Service,Yes,4.0,7.0,7.2,0.59
22305,fffe32003100330034003800,2008-01-14,Female,Service,Yes,3.0,4.0,4.3,0.33
2926,fffe33003200360035003200,2008-03-19,Male,Service,No,2.0,3.0,6.2,0.5
13608,fffe33003100300039003400,2008-02-10,Female,Service,Yes,3.0,6.0,5.5,0.52
315,fffe3200370037003600,2008-02-21,Female,Service,No,4.0,7.0,8.1,0.65
5250,fffe33003100320039003000,2008-12-14,Female,Service,Yes,1.0,2.0,1.7,0.13
2702,fffe3900350037003400,2008-11-11,Male,Product,Yes,1.0,3.0,5.1,0.42
13512,fffe32003900370030003200,2008-01-28,Female,Service,Yes,1.0,3.0,5.2,0.36
8009,fffe3300370039003200,2008-07-16,Female,Product,No,2.0,5.0,7.6,0.61
14440,fffe32003000310034003300,2008-06-25,Male,Product,No,4.0,7.0,6.9,0.58
4581,fffe33003100380031003100,2008-07-24,Female,Product,No,2.0,4.0,2.9,0.23
17934,fffe32003500380034003400,2008-09-24,Female,Product,No,2.0,5.0,5.7,0.55
15362,fffe3900320036003500,2008-01-03,Female,Service,Yes,1.0,2.0,5.3,0.29
11681,fffe33003200320032003800,2008-10-12,Female,Product,No,1.0,5.0,5.9,0.53
2374,fffe33003000370036003400,2008-11-06,Male,Product,Yes,2.0,3.0,3.3,0.27
3444,fffe31003400320037003400,2008-05-11,Male,Service,Yes,2.0,4.0,4.4,0.21
18789,fffe32003400360038003200,2008-10-03,Male,Service,Yes,4.0,7.0,7.0,0.55
7732,fffe3700350036003100,2008-07-19,Male,Product,No,1.0,5.0,6.5,0.52
62,fffe33003200310034003500,2008-01-08,Female,Service,No,3.0,5.0,6.8,0.57
2317,fffe32003800380031003400,2008-10-08,Male,Service,Yes,2.0,4.0,6.0,0.47
16243,fffe33003300300038003000,2008-07-02,Female,Product,Yes,1.0,3.0,6.5,0.52
9928,fffe3900320031003100,2008-07-29,Female,Product,No,3.0,6.0,5.5,0.52
22541,fffe3400330037003300,2008-07-23,Female,Service,Yes,1.0,2.0,4.3,0.28
1671,fffe33003100300030003200,2008-03-26,Male,Service,Yes,1.0,2.0,6.1,0.38
8844,fffe32003400370037003900,2008-02-14,Male,Service,No,1.0,3.0,7.4,0.52
10553,fffe31003300340031003200,2008-03-20,Male,Service,Yes,2.0,4.0,6.6,0.6
10175,fffe3800380032003800,2008-06-07,Male,Service,No,3.0,6.0,4.8,0.38
1139,fffe33003300390031003700,2008-06-14,Male,Product,No,2.0,5.0,6.3,0.59
2830,fffe33003200300030003800,2008-10-22,Female,Service,No,2.0,5.0,6.6,0.58
21080,fffe33003300370038003800,2008-05-19,Male,Service,Yes,1.0,2.0,4.8,0.35
812,fffe32003400390031003300,2008-12-27,Male,Service,Yes,2.0,2.0,2.9,0.22
13261,fffe32003700310033003500,2008-05-02,Male,Product,Yes,2.0,5.0,5.8,0.44
1652,fffe3400360036003300,2008-12-03,Male,Service,Yes,3.0,4.0,4.8,0.4
13038,fffe33003100350039003500,2008-11-06,Female,Service,No,0.0,2.0,4.9,0.29
12024,fffe32003500300036003100,2008-08-18,Male,Product,No,2.0,4.0,7.6,0.54
9004,fffe3300380035003300,2008-01-09,Female,Service,No,3.0,6.0,6.8,0.5
2290,fffe3800340038003200,2008-03-13,Male,Product,No,1.0,5.0,5.9,0.52
156,fffe33003400350037003000,2008-04-24,Male,Service,No,2.0,3.0,4.8,0.4
1589,fffe31003800370039003000,2008-03-23,Male,Service,No,3.0,6.0,6.4,0.58
18791,fffe32003300360030003700,2008-11-28,Female,Service,No,3.0,5.0,6.3,0.63
20788,fffe31003200380035003800,2008-03-24,Male,Service,Yes,1.0,4.0,5.3,0.33
19790,fffe31003800300031003800,2008-09-20,Male,Service,No,3.0,7.0,8.4,0.68
104,fffe32003800330033003400,2008-08-08,Female,Product,No,1.0,3.0,5.5,0.39
7059,fffe32003100350035003900,2008-01-19,Female,Product,Yes,3.0,4.0,6.4,0.48
5184,fffe31003600310034003600,2008-04-18,Female,Service,Yes,0.0,2.0,2.6,0.18
6458,fffe33003200350033003600,2008-07-30,Female,Service,Yes,1.0,3.0,4.2,0.37
22559,fffe32003600370039003700,2008-10-21,Male,Service,No,3.0,7.0,8.6,0.68
4850,fffe33003400370036003400,2008-11-16,Male,Service,Yes,2.0,4.0,6.1,0.42
5241,fffe33003200390034003800,2008-07-10,Female,Product,No,4.0,7.0,6.1,0.59
4567,fffe32003100380031003300,2008-03-04,Male,Product,Yes,2.0,6.0,7.8,0.75
5216,fffe32003800310030003800,2008-06-23,Male,Product,No,2.0,3.0,6.1,0.4
22415,fffe31003200380033003700,2008-03-24,Male,Service,No,3.0,6.0,6.3,0.61
21283,fffe31003100350035003000,2008-12-21,Female,Product,Yes,2.0,2.0,2.1,0.06
14936,fffe33003400370032003800,2008-02-28,Female,Service,No,3.0,3.0,4.1,0.28
22400,fffe32003300360031003700,2008-02-05,Female,Product,No,1.0,3.0,4.7,0.39
2209,fffe32003200300036003500,2008-06-06,Female,Service,Yes,2.0,6.0,7.4,0.75
22091,fffe31003400340030003000,2008-05-12,Female,Product,Yes,3.0,4.0,6.7,0.43
9560,fffe31003600310030003600,2008-08-30,Male,Service,No,4.0,7.0,6.8,0.56
22722,fffe3500300033003000,2008-11-09,Male,Service,Yes,3.0,5.0,5.1,0.44
16863,fffe3700340036003000,2008-10-25,Female,Product,No,3.0,5.0,4.5,0.36
17765,fffe32003700350032003400,2008-01-25,Female,Product,No,1.0,2.0,3.6,0.29
3832,fffe31003300390038003500,2008-10-25,Female,Product,Yes,2.0,3.0,2.5,0.18
16341,fffe32003500350035003700,2008-11-15,Female,Service,Yes,1.0,2.0,5.9,0.41
16966,fffe3900390034003100,2008-05-04,Female,Service,Yes,2.0,2.0,4.1,0.23
9199,fffe31003100330036003500,2008-11-01,Male,Service,No,4.0,9.0,8.3,0.78
14979,fffe3600360035003800,2008-02-28,Male,Service,Yes,4.0,8.0,9.7,0.84
20674,fffe3600370034003800,2008-09-26,Male,Service,Yes,2.0,3.0,3.5,0.24
4078,fffe31003500370037003800,2008-11-29,Female,Product,No,1.0,1.0,1.7,0.13
17117,fffe32003500390035003100,2008-02-04,Female,Service,Yes,3.0,5.0,5.4,0.41
14000,fffe31003200360037003300,2008-10-26,Female,Service,Yes,1.0,2.0,4.5,0.21
1843,fffe33003400320039003300,2008-02-13,Female,Service,No,2.0,6.0,6.5,0.51
7267,fffe32003700300039003000,2008-09-29,Male,Service,Yes,4.0,7.0,7.6,0.54
21050,fffe32003100350038003500,2008-04-06,Male,Service,Yes,3.0,4.0,5.2,0.47
13947,fffe33003300370033003600,2008-09-28,Female,Product,No,1.0,4.0,5.6,0.44
5348,fffe3700390030003200,2008-06-07,Male,Product,Yes,0.0,2.0,4.1,0.27
10454,fffe3800360033003000,2008-02-12,Male,Service,No,4.0,7.0,6.6,0.64
13577,fffe33003000380037003000,2008-10-14,Female,Service,Yes,2.0,4.0,5.3,0.33
7711,fffe31003700370035003500,2008-01-24,Female,Service,Yes,2.0,4.0,4.1,0.36
10033,fffe32003100300038003500,2008-01-23,Female,Service,Yes,1.0,1.0,2.2,0.09
13047,fffe3700370035003900,2008-12-18,Male,Product,Yes,0.0,1.0,0.0,0.0
11597,fffe31003500300031003000,2008-03-09,Female,Service,No,3.0,5.0,6.5,0.42
12573,fffe32003300350035003000,2008-04-13,Male,Service,No,1.0,5.0,6.9,0.51
18008,fffe33003100330031003800,2008-06-28,Female,Service,No,1.0,2.0,3.7,0.23
18218,fffe32003600340037003500,2008-12-12,Female,Service,No,1.0,1.0,3.9,0.18
5767,fffe3400300035003300,2008-09-02,Female,Product,Yes,2.0,5.0,6.3,0.55
15548,fffe33003200370035003200,2008-03-19,Male,Product,Yes,3.0,8.0,7.5,0.74
11521,fffe31003700390030003300,2008-11-01,Female,Service,No,3.0,5.0,5.2,0.45
18836,fffe32003300320039003300,2008-04-25,Male,Service,Yes,1.0,3.0,6.1,0.38
12338,fffe320030003700,2008-09-03,Female,Product,Yes,1.0,3.0,5.4,0.42
21942,fffe31003300370037003400,2008-10-12,Male,Service,No,2.0,7.0,7.2,0.7
2638,fffe3500350033003300,2008-01-14,Female,Product,No,4.0,8.0,9.1,0.74
20974,fffe31003300310034003300,2008-12-21,Female,Service,Yes,1.0,1.0,1.7,0.09
15743,fffe37003700,2008-01-17,Female,Service,No,1.0,1.0,1.5,0.05
4527,fffe31003500370033003600,2008-03-30,Male,Service,Yes,3.0,5.0,8.1,0.61
13703,fffe33003100330039003400,2008-12-28,Female,Product,Yes,2.0,4.0,6.6,0.61
20417,fffe31003100390031003700,2008-04-16,Male,Service,Yes,3.0,6.0,7.8,0.6
8707,fffe32003600370034003300,2008-06-02,Male,Service,No,2.0,5.0,5.3,0.41
13146,fffe33003000380030003700,2008-09-25,Female,Service,Yes,2.0,3.0,6.1,0.42
9390,fffe3700350033003100,2008-11-28,Male,Service,No,3.0,5.0,7.8,0.62
14309,fffe33003300340036003800,2008-08-27,Male,Product,No,5.0,9.0,8.2,0.76
11427,fffe33003200380031003100,2008-01-31,Male,Service,Yes,0.0,3.0,4.8,0.32
577,fffe31003300340030003800,2008-08-29,Male,Service,No,2.0,4.0,6.0,0.42
888,fffe33003000360032003300,2008-05-29,Female,Service,Yes,3.0,5.0,5.3,0.38
18968,fffe3100340037003100,2008-07-28,Female,Service,No,0.0,1.0,0.7,0.07
7731,fffe33003300370037003800,2008-12-09,Male,Product,No,2.0,6.0,7.1,0.68
21743,fffe3800340033003300,2008-11-06,Male,Service,Yes,3.0,6.0,7.6,0.54
9943,fffe33003200340031003800,2008-02-08,Male,Service,No,0.0,1.0,4.5,0.28
6237,fffe3800380036003000,2008-02-25,Female,Service,Yes,4.0,6.0,6.9,0.64
21512,fffe33003400340031003900,2008-03-05,Male,Product,Yes,0.0,1.0,5.3,0.34
6035,fffe31003300380036003900,2008-02-03,Female,Service,No,2.0,5.0,6.5,0.51
6974,fffe33003100320033003100,2008-08-18,Female,Service,Yes,3.0,6.0,6.3,0.55
19589,fffe33003300320035003600,2008-02-10,Female,Service,No,2.0,3.0,5.7,0.39
12842,fffe32003600360030003800,2008-12-09,Female,Product,Yes,0.0,1.0,0.7,0.0
18582,fffe32003900340037003400,2008-11-28,Female,Service,Yes,4.0,8.0,8.6,0.74
2526,fffe32003900390037003800,2008-11-25,Female,Product,No,3.0,8.0,7.8,0.78
14381,fffe3300320033003600,2008-08-26,Male,Service,Yes,2.0,5.0,6.3,0.51
14491,fffe32003900320030003500,2008-02-23,Female,Service,Yes,2.0,4.0,5.7,0.4
5734,fffe31003000390039003200,2008-11-02,Female,Service,No,4.0,7.0,8.7,0.79
18245,fffe31003700300034003500,2008-03-03,Male,Product,Yes,2.0,4.0,5.5,0.41
3033,fffe31003300330035003200,2008-05-26,Male,Service,Yes,2.0,5.0,5.4,0.5
5002,fffe32003200320039003300,2008-06-18,Male,Service,Yes,2.0,4.0,5.2,0.39
21369,fffe31003200340037003400,2008-09-07,Female,Service,Yes,0.0,1.0,1.8,0.08
3480,fffe31003900300038003800,2008-04-08,Female,Service,No,2.0,4.0,4.4,0.3
7449,fffe32003300390031003900,2008-05-18,Female,Service,Yes,2.0,4.0,3.9,0.31
18369,fffe3400390039003100,2008-10-09,Male,Service,No,1.0,2.0,2.1,0.05
10723,fffe32003500340030003100,2008-10-23,Male,Service,No,3.0,7.0,8.2,0.74
15364,fffe31003500330032003000,2008-04-07,Female,Service,Yes,2.0,5.0,5.6,0.34
22111,fffe32003600330035003200,2008-08-30,Female,Service,Yes,3.0,5.0,5.0,0.41
17514,fffe32003100340033003100,2008-06-20,Female,Service,Yes,2.0,6.0,6.3,0.55
2679,fffe33003300380030003600,2008-03-20,Male,Service,Yes,2.0,5.0,4.4,0.31
20909,fffe32003700340034003100,2008-07-24,Female,Service,Yes,1.0,2.0,0.8,0.05
6146,fffe31003200310036003600,2008-01-19,Male,Service,Yes,4.0,7.0,6.0,0.53
6203,fffe32003100390037003200,2008-07-08,Female,Service,No,3.0,6.0,5.4,0.45
6660,fffe3900310037003300,2008-02-12,Female,Product,Yes,1.0,4.0,5.7,0.47
13811,fffe32003800320034003900,2008-09-02,Female,Service,Yes,3.0,6.0,6.6,0.62
334,fffe32003400350032003300,2008-11-18,Female,Service,Yes,2.0,3.0,5.5,0.3
14224,fffe31003200340035003300,2008-06-05,Male,Service,No,3.0,6.0,5.6,0.53
3929,fffe31003800320038003400,2008-05-10,Female,Product,Yes,1.0,3.0,6.3,0.49
20860,fffe32003700340033003300,2008-06-10,Male,Service,Yes,4.0,7.0,6.5,0.54
18103,fffe3800320033003600,2008-12-29,Female,Product,No,2.0,4.0,6.4,0.47
16284,fffe33003000370034003200,2008-01-20,Female,Service,No,4.0,7.0,7.7,0.66
16574,fffe3100310039003100,2008-11-19,Male,Product,No,4.0,9.0,7.6,0.7
7874,fffe32003300300032003400,2008-03-08,Male,Service,Yes,1.0,2.0,3.6,0.21
5023,fffe31003700350030003400,2008-04-23,Female,Product,Yes,2.0,5.0,5.7,0.48
10946,fffe31003400330032003900,2008-04-01,Male,Service,Yes,1.0,3.0,6.0,0.49
13727,fffe32003900300037003200,2008-10-29,Male,Service,No,3.0,4.0,5.7,0.5
18489,fffe31003300360031003400,2008-03-19,Male,Product,Yes,2.0,6.0,5.4,0.51
8580,fffe31003000350030003100,2008-09-23,Male,Product,No,3.0,6.0,7.0,0.5
11053,fffe32003400300039003200,2008-03-09,Male,Service,Yes,2.0,6.0,5.6,0.51
10918,fffe390031003900,2008-03-16,Female,Service,No,4.0,8.0,9.1,0.75
5951,fffe32003500300034003100,2008-09-30,Male,Service,Yes,3.0,4.0,4.9,0.43
11853,fffe3400320030003500,2008-02-23,Male,Service,Yes,1.0,3.0,2.6,0.12
15890,fffe32003400300034003600,2008-10-13,Female,Product,Yes,3.0,6.0,5.7,0.45
3962,fffe31003500390031003000,2008-02-06,Male,Service,Yes,3.0,7.0,7.3,0.56
20208,fffe31003900350034003700,2008-09-28,Male,Service,Yes,3.0,6.0,7.4,0.52
21097,fffe320030003100,2008-04-16,Male,Service,Yes,4.0,7.0,8.0,0.66
14754,fffe32003700380035003700,2008-01-07,Male,Service,Yes,1.0,3.0,3.7,0.18
5793,fffe33003200340038003500,2008-04-16,Male,Service,No,3.0,6.0,6.7,0.57
2538,fffe3100370038003300,2008-06-09,Female,Service,Yes,2.0,3.0,3.1,0.21
6912,fffe32003800300038003300,2008-05-05,Female,Service,Yes,1.0,3.0,4.4,0.29
20146,fffe33003400360035003400,2008-10-18,Female,Service,Yes,3.0,5.0,6.9,0.5
2355,fffe31003900300033003400,2008-08-09,Male,Service,Yes,1.0,1.0,2.1,0.14
11699,fffe33003400300035003200,2008-02-04,Female,Service,Yes,0.0,2.0,5.0,0.34
17334,fffe32003400310032003500,2008-03-03,Female,Product,Yes,2.0,4.0,7.3,0.53
8050,fffe32003000340038003000,2008-04-07,Male,Service,Yes,2.0,2.0,3.0,0.13
4775,fffe33003200340036003800,2008-03-05,Female,Product,Yes,2.0,3.0,6.8,0.5
22451,fffe32003300350037003300,2008-09-19,Male,Service,Yes,2.0,5.0,6.7,0.67
11390,fffe33003200320031003300,2008-09-06,Female,Product,Yes,1.0,3.0,6.3,0.44
18784,fffe32003000380039003900,2008-11-20,Male,Service,Yes,3.0,6.0,5.6,0.51
13201,fffe31003000340036003300,2008-08-31,Female,Product,No,2.0,6.0,7.1,0.71
18936,fffe32003000330034003900,2008-04-24,Female,Service,Yes,1.0,1.0,2.8,0.19
17,fffe31003500350030003400,2008-03-28,Male,Service,No,3.0,6.0,6.7,0.59
5926,fffe3700320039003500,2008-01-28,Female,Product,Yes,3.0,6.0,7.3,0.56
16929,fffe3900380036003500,2008-05-06,Male,Product,No,3.0,6.0,6.1,0.55
8117,fffe33003300320037003800,2008-10-06,Female,Product,Yes,1.0,2.0,3.6,0.26
8382,fffe31003800390030003500,2008-08-05,Male,Service,Yes,3.0,8.0,9.2,0.9
1208,fffe31003000320039003500,2008-01-09,Female,Service,No,3.0,8.0,7.2,0.73
18768,fffe3500330030003000,2008-12-12,Female,Service,No,3.0,6.0,7.7,0.65
3520,fffe32003200310031003400,2008-10-24,Male,Product,No,2.0,5.0,7.8,0.59
14853,fffe32003000330034003000,2008-12-30,Male,Service,Yes,1.0,3.0,5.5,0.34
8583,fffe32003300390031003500,2008-10-31,Male,Product,No,4.0,7.0,9.0,0.79
20782,fffe31003900330035003300,2008-04-12,Male,Service,No,3.0,7.0,7.9,0.63
21311,fffe32003200340033003600,2008-12-20,Female,Service,No,3.0,6.0,5.6,0.53
20610,fffe32003700340038003800,2008-11-06,Male,Product,Yes,1.0,4.0,7.5,0.54
10880,fffe31003900310038003700,2008-09-14,Female,Service,Yes,2.0,3.0,4.2,0.3
21269,fffe31003000310032003200,2008-01-12,Female,Service,No,1.0,2.0,2.9,0.1
13396,fffe33003200380033003000,2008-05-03,Male,Service,No,3.0,7.0,7.6,0.67
17473,fffe33003000380038003800,2008-01-12,Male,Product,No,4.0,9.0,7.8,0.73
13679,fffe31003700370031003700,2008-06-26,Female,Service,No,2.0,5.0,7.7,0.62
18482,fffe31003200300034003300,2008-07-10,Female,Service,Yes,2.0,3.0,3.5,0.14
12653,fffe31003400350031003400,2008-03-17,Male,Service,No,3.0,7.0,6.7,0.52
16818,fffe31003900380031003200,2008-06-13,Female,Service,Yes,0.0,1.0,1.9,0.13
16413,fffe350037003600,2008-05-20,Female,Product,No,4.0,7.0,6.4,0.62
9764,fffe31003500320038003000,2008-11-14,Male,Service,Yes,5.0,9.0,9.2,0.89
832,fffe3200330039003600,2008-04-21,Male,Product,Yes,1.0,2.0,4.5,0.23
12105,fffe32003200390039003400,2008-09-01,Female,Product,No,2.0,3.0,5.6,0.4
3578,fffe32003800380030003500,2008-02-07,Female,Service,Yes,2.0,4.0,5.6,0.48
10731,fffe32003400370031003400,2008-07-16,Female,Service,Yes,3.0,5.0,5.7,0.42
7182,fffe32003800330030003100,2008-04-07,Male,Product,Yes,1.0,4.0,7.3,0.51
13445,fffe31003300330038003200,2008-03-15,Female,Service,Yes,2.0,4.0,6.1,0.37
12553,fffe3400360039003600,2008-05-11,Male,Service,No,2.0,5.0,6.3,0.52
16528,fffe3600340032003700,2008-12-17,Male,Product,No,3.0,4.0,5.6,0.5
6830,fffe32003900380033003700,2008-11-30,Male,Service,No,3.0,6.0,8.7,0.77
15779,fffe3900370030003200,2008-03-10,Female,Product,No,1.0,1.0,3.4,0.28
9635,fffe31003500300036003600,2008-06-04,Female,Service,Yes,2.0,4.0,7.1,0.5
14298,fffe31003400300039003700,2008-09-14,Male,Service,Yes,2.0,3.0,5.3,0.47
8822,fffe32003700340031003600,2008-08-19,Female,Product,Yes,1.0,2.0,4.2,0.29
10297,fffe31003800,2008-03-14,Male,Product,No,3.0,7.0,9.0,0.8
22004,fffe32003900330033003300,2008-03-22,Female,Product,No,2.0,3.0,3.4,0.29
8118,fffe3500300036003800,2008-07-11,Female,Service,Yes,2.0,4.0,4.7,0.42
14528,fffe33003200330035003800,2008-11-13,Male,Service,No,2.0,6.0,7.2,0.66
14960,fffe32003300370033003300,2008-11-03,Male,Service,Yes,2.0,3.0,6.1,0.41
18980,fffe3900360030003800,2008-08-16,Male,Service,Yes,0.0,1.0,0.0,0.0
22275,fffe3800390032003000,2008-12-10,Female,Service,Yes,2.0,3.0,5.3,0.38
14682,fffe3300310030003400,2008-03-13,Male,Product,Yes,3.0,5.0,5.9,0.45
6731,fffe31003400310034003800,2008-09-07,Male,Service,No,4.0,8.0,7.4,0.59
11089,fffe32003900340034003600,2008-01-02,Female,Product,Yes,0.0,1.0,0.0,0.02
4518,fffe33003100360038003200,2008-04-28,Female,Service,Yes,1.0,2.0,3.7,0.26
17673,fffe31003900310031003700,2008-05-27,Female,Product,Yes,2.0,4.0,5.0,0.37
2437,fffe31003200360030003200,2008-10-09,Female,Service,Yes,1.0,2.0,2.9,0.23
5889,fffe31003200350035003600,2008-06-22,Female,Service,Yes,1.0,2.0,2.1,0.17
6163,fffe31003400380038003000,2008-06-05,Male,Service,Yes,0.0,1.0,1.7,0.14
12192,fffe3600330034003000,2008-05-19,Male,Service,No,2.0,3.0,3.5,0.19
21837,fffe31003900350039003100,2008-09-24,Female,Service,No,2.0,4.0,3.3,0.24
15444,fffe33003100330030003300,2008-07-09,Female,Service,Yes,2.0,4.0,5.7,0.33
4063,fffe31003400320035003200,2008-10-05,Male,Product,No,2.0,4.0,6.1,0.49
